I V
S 134

0,123760846	0,744910648
0,137766472	0,74621894
0,146499391	0,744756866
0,155287233	0,74498755
0,164020153	0,752170452
0,172780534	0,748532694
0,181568378	0,750001381
0,190438607	0,754267361
0,199198989	0,75465625
0,20795937	0,759102266
0,216802137	0,755823992
0,225562519	0,765381789
0,234295438	0,766091135
0,243028357	0,7688553
0,251843663	0,762550277
0,260713892	0,762000795
0,269474274	0,761922326
0,278317041	0,763021544
0,287022498	0,769963463
0,295837804	0,762157754
0,304708033	0,760902893
0,313495875	0,759336914
0,322366106	0,758008099
0,331153948	0,770676609
0,339941792	0,769092643
0,348784559	0,767669567
0,105531015	0,731712701
0,114373782	0,737713426
0,123189086	0,745910922
0,131949468	0,744142021
0,140792236	0,744218852
0,149580079	0,752558375
0,158422847	0,741840383
0,167265614	0,753567812
0,175998533	0,755434566
0,184786377	0,750775407
0,193546757	0,751085217
0,202389525	0,753645511
0,21106752	0,751472641
0,219882826	0,756915342
0,231636567	0,767985602
0,240424409	0,757695739
0,2493221	0,770201113
0,258137406	0,767037845
0,266980173	0,758320574
0,275822941	0,765854621
0,457295201	0,769963463
0,466055583	0,767432617
0,66573186	0,773376056
0,674519704	0,771231686
0,683225161	0,778080499
0,691985543	0,779120512
0,700773385	0,770993752
0,709533767	0,768459874
0,718294148	0,767669567
0,727081992	0,763257275
0,735814911	0,765145471
0,744465444	0,766248848
0,753088516	0,75894587
0,761876359	0,758555006
0,770719126	0,756681362
0,779534431	0,748841677
0,788322275	0,75162766
0,797055194	0,751860242
0,805678266	0,742990407
0,814356261	0,735657633
0,823006795	0,735809738
0,83168479	0,731712701
0,840362784	0,724854372
0,849040781	0,733910429
0,857746238	0,739468695
0,866451695	0,734821552
0,87512969	0,733303573
0,883780224	0,727410101
0,892485681	0,72959632
0,909978982	0,731107464
0,94590753	0,710866265
0,021675217	0,728766377
0,030655293	0,727259542
0,039305827	0,731712701
0,04795636	0,727033756
0,056716742	0,729822815
0,065449661	0,72816331
0,074237505	0,732318385
0,082970424	0,733379405
0,091620957	0,737103769
0,100216566	0,744065197
0,108867099	0,742300202
0,117654943	0,743604403
0,126415324	0,739621503
0,135175706	0,748455465
0,14399101	0,745372164
0,152861239	0,755746093
0,170519312	0,756057734
0,179279694	0,745295227
0,188012613	0,752868843
0,19685538	0,759493382
0,20572561	0,749924017
0,21445853	0,758164322
0,223191449	0,754345125
0,231951829	0,761216435
0,240712211	0,759180475
0,24944513	0,766564359
0,258205512	0,765775798
0,266993355	0,757617667
0,284514119	0,771390346
0,293356885	0,774012449
0,310795262	0,764043516
0,319583106	0,769092643
0,328343487	0,763571685
0,337021482	0,763807568
0,345726939	0,764358216
0,354487321	0,765933452
0,363192778	0,767195732
0,371953159	0,766879988
0,380713541	0,761765411
0,389501383	0,764673031
0,398316689	0,766958913
0,407077071	0,771073056
0,41580999	0,767985602
0,424597833	0,769171772
0,433303291	0,768538944
0,44203621	0,765303009
0,45076913	0,771073056
0,459721744	0,768538944
0,46839974	0,770676609
0,477187583	0,775605486
0,485975427	0,7688553
0,494680884	0,775286643
0,503358879	0,776562717
0,521016951	0,774330822
0,529914643	0,770518081
0,61633759	0,776163742
0,625125433	0,773773747
